순별 기후평년값(1991-2020),,,,,,,,,,,,,,,,,
10-DAY NORMALS,,,,,,,,,,,,,,,,,
지점번호,지점명,월,날짜,"기압(hPa)
Temperature",,"기온(℃)
Temperature",,,,"상대습도(%)
Relative Humidity","증기압(hPa)
Vapour Pressure",,"평균풍속
(m/s)","운량
(1/10)","강수량
(mm)","증발량
(mm)","일조시간
(hr)"
813,청도,3,하순,,,8.7 ,1.7 ,16.0 ,1.8 ,,,,1.7 ,,16.8 ,,
813,청도,4,상순,,,11.0 ,1.5 ,18.6 ,4.0 ,,,,1.8 ,,25.0 ,,
813,청도,4,중순,,,13.1 ,1.9 ,20.7 ,6.1 ,,,,1.8 ,,22.7 ,,
813,청도,4,하순,,,14.6 ,1.6 ,21.8 ,7.5 ,,,,1.8 ,,34.9 ,,
813,청도,5,상순,,,16.5 ,2.8 ,24.5 ,10.2 ,,,,1.7 ,,32.2 ,,
813,청도,5,중순,,,17.8 ,1.3 ,25.0 ,11.2 ,,,,1.7 ,,29.1 ,,
813,청도,5,하순,,,19.3 ,1.6 ,27.0 ,12.8 ,,,,1.4 ,,30.4 ,,
813,청도,6,상순,,,21.0 ,1.5 ,28.0 ,15.0 ,,,,1.4 ,,16.2 ,,
813,청도,6,중순,,,22.3 ,1.1 ,28.7 ,17.0 ,,,,1.5 ,,41.2 ,,
813,청도,6,하순,,,23.0 ,1.3 ,28.3 ,18.9 ,,,,1.5 ,,75.8 ,,
813,청도,7,상순,,,24.5 ,1.7 ,28.9 ,20.8 ,,,,1.5 ,,102.1 ,,
813,청도,7,중순,,,25.1 ,2.0 ,29.9 ,21.3 ,,,,1.4 ,,76.4 ,,
813,청도,7,하순,,,26.6 ,1.8 ,32.0 ,22.5 ,,,,1.4 ,,56.4 ,,
813,청도,8,상순,,,27.1 ,1.8 ,32.8 ,22.9 ,,,,1.4 ,,88.3 ,,
813,청도,8,중순,,,25.9 ,1.8 ,31.1 ,22.1 ,,,,1.3 ,,75.4 ,,
813,청도,8,하순,,,24.3 ,1.6 ,29.8 ,20.4 ,,,,1.2 ,,82.5 ,,
813,청도,9,상순,,,22.6 ,1.4 ,28.4 ,18.3 ,,,,1.2 ,,53.8 ,,
813,청도,9,중순,,,20.9 ,1.8 ,27.0 ,16.7 ,,,,1.2 ,,63.5 ,,
813,청도,9,하순,,,18.3 ,1.3 ,24.9 ,13.5 ,,,,1.1 ,,40.2 ,,
813,청도,10,상순,,,16.5 ,1.7 ,24.1 ,11.2 ,,,,1.1 ,,27.6 ,,
813,청도,10,중순,,,14.1 ,1.4 ,22.1 ,7.9 ,,,,1.1 ,,12.2 ,,
813,청도,10,하순,,,11.7 ,1.6 ,19.8 ,5.6 ,,,,1.2 ,,12.3 ,,
813,청도,11,상순,,,9.7 ,2.1 ,18.0 ,3.1 ,,,,1.1 ,,12.7 ,,
813,청도,11,중순,,,7.4 ,2.5 ,14.5 ,0.9 ,,,,1.3 ,,11.9 ,,
813,청도,11,하순,,,4.9 ,1.9 ,12.7 ,-1.1 ,,,,1.4 ,,8.6 ,,
813,청도,12,상순,,,2.0 ,1.9 ,9.4 ,-3.6 ,,,,1.5 ,,9.2 ,,
813,청도,12,중순,,,0.6 ,2.0 ,7.6 ,-5.4 ,,,,1.4 ,,3.8 ,,
813,청도,12,하순,,,-0.2 ,1.9 ,7.0 ,-6.1 ,,,,1.4 ,,6.0 ,,
815,예천,1,상순,,,-2.5 ,2.7 ,4.2 ,-8.6 ,,,,1.4 ,,4.2 ,,
815,예천,1,중순,,,-2.1 ,2.4 ,4.6 ,-7.9 ,,,,1.2 ,,6.6 ,,
815,예천,1,하순,,,-2.2 ,2.1 ,4.5 ,-8.0 ,,,,1.4 ,,4.2 ,,
815,예천,2,상순,,,-1.4 ,2.1 ,5.6 ,-7.7 ,,,,1.4 ,,4.6 ,,
815,예천,2,중순,,,0.6 ,1.9 ,7.4 ,-5.9 ,,,,1.4 ,,8.1 ,,
815,예천,2,하순,,,2.3 ,2.0 ,9.6 ,-3.5 ,,,,1.3 ,,8.5 ,,
815,예천,3,상순,,,3.7 ,1.5 ,10.7 ,-2.5 ,,,,1.7 ,,11.6 ,,
815,예천,3,중순,,,5.7 ,1.5 ,13.5 ,-1.1 ,,,,1.4 ,,14.0 ,,
815,예천,3,하순,,,7.6 ,1.7 ,15.1 ,0.5 ,,,,1.5 ,,14.0 ,,
815,예천,4,상순,,,9.9 ,1.9 ,17.5 ,2.7 ,,,,1.5 ,,23.1 ,,
815,예천,4,중순,,,12.3 ,1.9 ,20.1 ,5.0 ,,,,1.6 ,,19.5 ,,
815,예천,4,하순,,,13.9 ,2.0 ,21.5 ,6.6 ,,,,1.5 ,,25.7 ,,
815,예천,5,상순,,,16.4 ,1.4 ,24.2 ,9.0 ,,,,1.4 ,,28.2 ,,
815,예천,5,중순,,,17.1 ,1.1 ,24.4 ,10.4 ,,,,1.4 ,,31.0 ,,
815,예천,5,하순,,,19.0 ,1.4 ,26.5 ,12.0 ,,,,1.3 ,,21.6 ,,
815,예천,6,상순,,,20.4 ,1.5 ,27.8 ,14.2 ,,,,1.2 ,,15.5 ,,
815,예천,6,중순,,,21.7 ,1.2 ,28.7 ,16.0 ,,,,1.1 ,,30.5 ,,
815,예천,6,하순,,,22.6 ,1.3 ,28.4 ,18.1 ,,,,1.1 ,,80.1 ,,
815,예천,7,상순,,,23.6 ,1.4 ,28.5 ,19.6 ,,,,1.1 ,,88.9 ,,
815,예천,7,중순,,,24.3 ,1.5 ,29.4 ,20.4 ,,,,1.0 ,,75.3 ,,
815,예천,7,하순,,,25.7 ,1.6 ,31.2 ,21.7 ,,,,1.0 ,,68.1 ,,
815,예천,8,상순,,,26.3 ,1.5 ,32.1 ,22.1 ,,,,1.0 ,,71.0 ,,
815,예천,8,중순,,,25.1 ,1.7 ,30.4 ,21.1 ,,,,1.0 ,,75.8 ,,
815,예천,8,하순,,,23.3 ,1.3 ,29.1 ,19.3 ,,,,1.0 ,,70.4 ,,
815,예천,9,상순,,,21.6 ,1.2 ,27.8 ,17.1 ,,,,0.9 ,,41.7 ,,
815,예천,9,중순,,,19.7 ,2.1 ,26.2 ,15.3 ,,,,0.9 ,,48.1 ,,
815,예천,9,하순,,,17.3 ,1.5 ,24.4 ,12.4 ,,,,0.9 ,,32.9 ,,
815,예천,10,상순,,,15.3 ,1.8 ,23.3 ,10.0 ,,,,1.0 ,,20.0 ,,
815,예천,10,중순,,,12.8 ,1.4 ,21.2 ,6.6 ,,,,1.0 ,,8.1 ,,
815,예천,10,하순,,,10.5 ,1.7 ,18.7 ,4.5 ,,,,1.0 ,,16.2 ,,
815,예천,11,상순,,,8.5 ,2.3 ,16.7 ,2.4 ,,,,1.0 ,,9.4 ,,
815,예천,11,중순,,,5.7 ,2.6 ,12.9 ,-0.4 ,,,,1.1 ,,8.8 ,,
815,예천,11,하순,,,3.4 ,2.0 ,10.5 ,-1.9 ,,,,1.1 ,,7.8 ,,
815,예천,12,상순,,,0.9 ,2.0 ,7.4 ,-4.5 ,,,,1.2 ,,8.6 ,,
815,예천,12,중순,,,-0.5 ,2.3 ,5.8 ,-6.5 ,,,,1.3 ,,3.0 ,,
815,예천,12,하순,,,-1.7 ,2.1 ,5.3 ,-7.3 ,,,,1.3 ,,3.6 ,,
822,김천,1,상순,,,-1.4 ,2.4 ,4.7 ,-7.3 ,,,,1.5 ,,5.4 ,,
822,김천,1,중순,,,-1.3 ,2.6 ,4.8 ,-6.5 ,,,,1.4 ,,5.9 ,,
822,김천,1,하순,,,-1.5 ,2.1 ,4.7 ,-6.7 ,,,,1.5 ,,7.5 ,,
822,김천,2,상순,,,-0.5 ,1.9 ,5.9 ,-6.3 ,,,,1.6 ,,3.3 ,,
822,김천,2,중순,,,1.3 ,1.9 ,7.8 ,-4.6 ,,,,1.5 ,,8.3 ,,
822,김천,2,하순,,,3.2 ,1.9 ,10.3 ,-2.7 ,,,,1.3 ,,11.9 ,,
822,김천,3,상순,,,4.5 ,1.5 ,11.4 ,-1.6 ,,,,1.6 ,,12.4 ,,
822,김천,3,중순,,,6.6 ,1.7 ,14.5 ,-0.4 ,,,,1.5 ,,15.3 ,,
822,김천,3,하순,,,8.4 ,1.8 ,16.2 ,1.4 ,,,,1.6 ,,13.7 ,,
822,김천,4,상순,,,10.9 ,1.8 ,18.6 ,3.5 ,,,,1.5 ,,23.9 ,,
822,김천,4,중순,,,13.1 ,2.0 ,21.0 ,5.7 ,,,,1.5 ,,19.9 ,,
822,김천,4,하순,,,14.7 ,2.0 ,22.2 ,7.4 ,,,,1.3 ,,30.2 ,,
822,김천,5,상순,,,17.1 ,1.2 ,25.1 ,9.6 ,,,,1.3 ,,23.7 ,,
822,김천,5,중순,,,17.8 ,1.4 ,25.4 ,10.8 ,,,,1.2 ,,22.0 ,,
822,김천,5,하순,,,19.7 ,1.4 ,27.4 ,12.5 ,,,,1.1 ,,20.1 ,,
822,김천,6,상순,,,21.4 ,1.6 ,28.6 ,14.9 ,,,,1.0 ,,17.3 ,,
822,김천,6,중순,,,22.4 ,1.1 ,29.3 ,16.5 ,,,,1.0 ,,34.1 ,,
822,김천,6,하순,,,23.5 ,1.3 ,29.3 ,18.8 ,,,,0.9 ,,62.7 ,,
822,김천,7,상순,,,24.3 ,1.8 ,29.4 ,20.2 ,,,,0.9 ,,95.0 ,,
822,김천,7,중순,,,25.3 ,1.8 ,30.3 ,21.1 ,,,,0.8 ,,64.4 ,,
822,김천,7,하순,,,26.7 ,1.7 ,32.3 ,22.4 ,,,,0.8 ,,47.1 ,,
822,김천,8,상순,,,27.0 ,1.5 ,33.0 ,22.8 ,,,,0.8 ,,80.0 ,,
822,김천,8,중순,,,26.0 ,1.8 ,31.2 ,21.9 ,,,,0.7 ,,75.7 ,,
822,김천,8,하순,,,24.3 ,1.4 ,29.9 ,20.1 ,,,,0.8 ,,72.9 ,,
822,김천,9,상순,,,22.4 ,1.7 ,28.5 ,17.9 ,,,,0.8 ,,47.3 ,,
822,김천,9,중순,,,20.6 ,1.8 ,26.9 ,16.0 ,,,,0.8 ,,62.1 ,,
822,김천,9,하순,,,18.2 ,1.2 ,25.0 ,13.2 ,,,,0.8 ,,39.4 ,,
822,김천,10,상순,,,16.3 ,1.5 ,23.8 ,10.7 ,,,,0.9 ,,29.7 ,,
822,김천,10,중순,,,13.7 ,1.6 ,21.7 ,7.3 ,,,,0.9 ,,12.0 ,,
822,김천,10,하순,,,11.6 ,1.5 ,19.2 ,5.4 ,,,,1.0 ,,16.7 ,,
822,김천,11,상순,,,9.4 ,2.1 ,17.3 ,3.2 ,,,,1.0 ,,10.4 ,,
822,김천,11,중순,,,6.7 ,2.1 ,13.4 ,0.7 ,,,,1.3 ,,10.5 ,,
822,김천,11,하순,,,4.5 ,1.9 ,11.2 ,-1.1 ,,,,1.2 ,,11.3 ,,
822,김천,12,상순,,,1.6 ,2.0 ,7.9 ,-3.6 ,,,,1.4 ,,10.1 ,,
822,김천,12,중순,,,0.2 ,2.1 ,6.3 ,-5.3 ,,,,1.4 ,,2.8 ,,
822,김천,12,하순,,,-0.4 ,2.1 ,5.7 ,-5.9 ,,,,1.4 ,,3.5 ,,
823,군위,1,상순,,,-2.7 ,2.6 ,4.2 ,-9.1 ,,,,1.5 ,,4.4 ,,
823,군위,1,중순,,,-2.5 ,2.5 ,4.3 ,-8.3 ,,,,1.4 ,,4.6 ,,
823,군위,1,하순,,,-2.7 ,2.2 ,4.2 ,-8.6 ,,,,1.6 ,,4.8 ,,
823,군위,2,상순,,,-1.7 ,2.1 ,5.5 ,-8.2 ,,,,1.7 ,,3.0 ,,
823,군위,2,중순,,,0.2 ,2.0 ,7.3 ,-6.4 ,,,,1.7 ,,5.8 ,,
823,군위,2,하순,,,2.1 ,2.0 ,9.9 ,-4.1 ,,,,1.5 ,,9.9 ,,
823,군위,3,상순,,,3.5 ,1.6 ,10.9 ,-2.9 ,,,,1.8 ,,9.8 ,,
823,군위,3,중순,,,5.7 ,1.7 ,14.0 ,-1.4 ,,,,1.8 ,,15.6 ,,
823,군위,3,하순,,,7.3 ,1.8 ,15.4 ,-0.3 ,,,,1.8 ,,13.6 ,,
823,군위,4,상순,,,9.9 ,1.6 ,18.1 ,2.0 ,,,,1.9 ,,22.8 ,,
823,군위,4,중순,,,12.2 ,2.0 ,20.3 ,4.7 ,,,,1.9 ,,19.8 ,,
823,군위,4,하순,,,14.0 ,1.9 ,21.7 ,6.2 ,,,,1.8 ,,25.6 ,,
823,군위,5,상순,,,16.3 ,1.4 ,24.6 ,8.7 ,,,,1.7 ,,24.4 ,,
823,군위,5,중순,,,17.1 ,1.4 ,24.9 ,10.0 ,,,,1.6 ,,24.8 ,,
823,군위,5,하순,,,19.0 ,1.4 ,27.0 ,11.6 ,,,,1.5 ,,22.2 ,,
823,군위,6,상순,,,20.6 ,1.3 ,28.2 ,13.9 ,,,,1.4 ,,14.0 ,,
823,군위,6,중순,,,22.0 ,1.1 ,29.0 ,15.7 ,,,,1.4 ,,33.3 ,,
823,군위,6,하순,,,22.9 ,1.4 ,29.0 ,18.1 ,,,,1.4 ,,62.8 ,,
823,군위,7,상순,,,24.0 ,1.7 ,29.3 ,19.7 ,,,,1.3 ,,84.0 ,,
823,군위,7,중순,,,24.8 ,2.2 ,30.1 ,20.4 ,,,,1.3 ,,57.8 ,,
823,군위,7,하순,,,26.1 ,2.0 ,32.0 ,21.7 ,,,,1.3 ,,48.7 ,,
823,군위,8,상순,,,26.6 ,1.8 ,32.8 ,22.2 ,,,,1.3 ,,61.2 ,,
823,군위,8,중순,,,25.6 ,2.0 ,31.2 ,21.2 ,,,,1.3 ,,81.3 ,,
823,군위,8,하순,,,23.8 ,1.4 ,29.8 ,19.4 ,,,,1.3 ,,77.4 ,,
823,군위,9,상순,,,22.0 ,1.4 ,28.3 ,17.3 ,,,,1.2 ,,44.6 ,,
823,군위,9,중순,,,20.0 ,1.9 ,26.7 ,15.5 ,,,,1.3 ,,49.0 ,,
823,군위,9,하순,,,17.4 ,1.4 ,24.7 ,12.5 ,,,,1.1 ,,34.6 ,,
823,군위,10,상순,,,15.4 ,1.7 ,23.4 ,10.0 ,,,,1.2 ,,24.9 ,,
823,군위,10,중순,,,12.9 ,1.5 ,21.1 ,6.7 ,,,,1.1 ,,10.7 ,,
823,군위,10,하순,,,10.5 ,1.8 ,18.7 ,4.5 ,,,,1.2 ,,14.3 ,,
823,군위,11,상순,,,8.5 ,2.0 ,16.8 ,2.1 ,,,,1.2 ,,10.3 ,,
823,군위,11,중순,,,5.6 ,2.3 ,12.9 ,-0.7 ,,,,1.4 ,,9.5 ,,
823,군위,11,하순,,,3.2 ,1.8 ,10.7 ,-2.3 ,,,,1.3 ,,9.3 ,,
823,군위,12,상순,,,0.3 ,1.8 ,7.5 ,-5.1 ,,,,1.4 ,,7.6 ,,
823,군위,12,중순,,,-1.2 ,2.0 ,5.8 ,-7.1 ,,,,1.4 ,,2.0 ,,
823,군위,12,하순,,,-1.9 ,2.0 ,5.1 ,-7.8 ,,,,1.5 ,,2.5 ,,
825,칠곡,1,상순,,,-0.3 ,2.1 ,5.4 ,-6.1 ,,,,2.1 ,,3.3 ,,
825,칠곡,1,중순,,,-0.2 ,2.3 ,5.4 ,-5.5 ,,,,2.0 ,,4.2 ,,
825,칠곡,1,하순,,,-0.5 ,2.0 ,5.3 ,-5.9 ,,,,2.2 ,,5.4 ,,
825,칠곡,2,상순,,,0.3 ,1.9 ,6.6 ,-5.4 ,,,,2.2 ,,3.5 ,,
825,칠곡,2,중순,,,2.2 ,1.8 ,8.4 ,-4.0 ,,,,2.1 ,,6.5 ,,
825,칠곡,2,하순,,,3.9 ,2.0 ,10.8 ,-1.9 ,,,,1.9 ,,10.5 ,,
825,칠곡,3,상순,,,5.1 ,1.5 ,11.9 ,-1.0 ,,,,2.2 ,,11.3 ,,
825,칠곡,3,중순,,,7.3 ,1.6 ,14.9 ,0.6 ,,,,2.3 ,,17.1 ,,
825,칠곡,3,하순,,,9.0 ,1.6 ,16.2 ,2.1 ,,,,2.2 ,,13.0 ,,
825,칠곡,4,상순,,,11.6 ,2.0 ,19.0 ,4.2 ,,,,2.3 ,,22.5 ,,
825,칠곡,4,중순,,,13.4 ,2.0 ,21.0 ,6.4 ,,,,2.3 ,,19.3 ,,
825,칠곡,4,하순,,,15.2 ,1.7 ,22.2 ,8.1 ,,,,2.2 ,,25.7 ,,
825,칠곡,5,상순,,,17.6 ,1.5 ,25.1 ,10.7 ,,,,2.1 ,,27.2 ,,
825,칠곡,5,중순,,,18.4 ,1.5 ,25.4 ,11.9 ,,,,2.0 ,,25.9 ,,
825,칠곡,5,하순,,,20.4 ,1.6 ,27.5 ,13.8 ,,,,1.8 ,,23.4 ,,
825,칠곡,6,상순,,,21.9 ,1.7 ,28.5 ,16.3 ,,,,1.7 ,,17.0 ,,
825,칠곡,6,중순,,,22.9 ,1.6 ,29.3 ,17.8 ,,,,1.7 ,,35.9 ,,
825,칠곡,6,하순,,,23.7 ,1.4 ,28.9 ,19.8 ,,,,1.8 ,,62.2 ,,
825,칠곡,7,상순,,,24.6 ,1.8 ,29.3 ,21.1 ,,,,1.8 ,,98.8 ,,
825,칠곡,7,중순,,,25.5 ,1.9 ,30.3 ,21.8 ,,,,1.8 ,,66.4 ,,
825,칠곡,7,하순,,,26.7 ,1.9 ,32.2 ,23.1 ,,,,1.6 ,,51.3 ,,
825,칠곡,8,상순,,,27.2 ,1.8 ,32.9 ,23.5 ,,,,1.6 ,,72.9 ,,
825,칠곡,8,중순,,,26.1 ,2.0 ,31.4 ,22.5 ,,,,1.4 ,,70.5 ,,
825,칠곡,8,하순,,,24.6 ,1.5 ,30.2 ,20.7 ,,,,1.4 ,,66.4 ,,
825,칠곡,9,상순,,,22.9 ,1.3 ,28.8 ,18.6 ,,,,1.3 ,,42.0 ,,
825,칠곡,9,중순,,,21.3 ,1.5 ,27.2 ,16.9 ,,,,1.3 ,,59.6 ,,
825,칠곡,9,하순,,,18.8 ,1.1 ,25.3 ,14.0 ,,,,1.2 ,,33.1 ,,
825,칠곡,10,상순,,,16.7 ,1.7 ,24.2 ,11.6 ,,,,1.3 ,,25.6 ,,
825,칠곡,10,중순,,,14.4 ,1.2 ,22.1 ,8.3 ,,,,1.3 ,,11.4 ,,
825,칠곡,10,하순,,,12.3 ,1.5 ,19.6 ,6.3 ,,,,1.4 ,,15.1 ,,
825,칠곡,11,상순,,,10.2 ,1.8 ,17.7 ,4.0 ,,,,1.5 ,,10.1 ,,
825,칠곡,11,중순,,,7.6 ,2.1 ,13.8 ,1.5 ,,,,1.7 ,,9.4 ,,
825,칠곡,11,하순,,,5.2 ,1.6 ,11.8 ,-0.3 ,,,,1.7 ,,10.3 ,,
825,칠곡,12,상순,,,2.5 ,1.6 ,8.5 ,-2.6 ,,,,1.9 ,,7.4 ,,
825,칠곡,12,중순,,,1.1 ,1.7 ,6.9 ,-4.4 ,,,,1.9 ,,2.6 ,,
825,칠곡,12,하순,,,0.2 ,1.7 ,6.2 ,-5.2 ,,,,2.0 ,,3.0 ,,
827,경산,1,상순,,,0.6 ,2.0 ,5.8 ,-4.2 ,,,,1.9 ,,4.6 ,,
827,경산,1,중순,,,0.7 ,2.1 ,5.8 ,-3.9 ,,,,1.8 ,,6.7 ,,
827,경산,1,하순,,,0.2 ,2.0 ,5.6 ,-4.1 ,,,,2.0 ,,7.2 ,,
827,경산,2,상순,,,1.3 ,2.0 ,7.0 ,-3.7 ,,,,2.0 ,,3.6 ,,
827,경산,2,중순,,,3.1 ,1.8 ,8.6 ,-1.9 ,,,,2.0 ,,8.0 ,,
827,경산,2,하순,,,4.8 ,2.1 ,10.9 ,-0.1 ,,,,1.9 ,,14.3 ,,
827,경산,3,상순,,,6.0 ,1.6 ,12.0 ,0.8 ,,,,2.2 ,,13.8 ,,
827,경산,3,중순,,,8.2 ,1.9 ,14.9 ,2.5 ,,,,2.2 ,,20.8 ,,
827,경산,3,하순,,,9.7 ,1.7 ,16.3 ,3.9 ,,,,2.1 ,,15.9 ,,
827,경산,4,상순,,,12.1 ,1.5 ,18.9 ,6.2 ,,,,2.2 ,,24.8 ,,
827,경산,4,중순,,,14.2 ,2.0 ,21.2 ,8.4 ,,,,2.2 ,,18.9 ,,
827,경산,4,하순,,,15.8 ,1.6 ,22.4 ,9.8 ,,,,2.2 ,,31.3 ,,
827,경산,5,상순,,,18.1 ,1.6 ,25.1 ,12.2 ,,,,2.1 ,,28.4 ,,
827,경산,5,중순,,,19.0 ,1.6 ,25.6 ,13.3 ,,,,2.0 ,,26.2 ,,
827,경산,5,하순,,,20.8 ,1.8 ,27.7 ,14.7 ,,,,1.9 ,,24.3 ,,
827,경산,6,상순,,,22.0 ,1.7 ,28.7 ,16.5 ,,,,1.9 ,,16.1 ,,
827,경산,6,중순,,,23.2 ,1.4 ,29.5 ,18.2 ,,,,1.9 ,,39.8 ,,
827,경산,6,하순,,,23.9 ,1.6 ,29.3 ,19.9 ,,,,1.9 ,,64.2 ,,
827,경산,7,상순,,,25.0 ,2.4 ,29.9 ,21.5 ,,,,1.9 ,,97.0 ,,
827,경산,7,중순,,,26.0 ,2.4 ,30.8 ,22.2 ,,,,1.9 ,,65.1 ,,
827,경산,7,하순,,,27.4 ,2.3 ,32.9 ,23.6 ,,,,1.8 ,,48.9 ,,
827,경산,8,상순,,,28.0 ,2.0 ,33.6 ,24.1 ,,,,1.8 ,,71.9 ,,
827,경산,8,중순,,,26.9 ,2.2 ,31.8 ,23.2 ,,,,1.8 ,,72.6 ,,
827,경산,8,하순,,,25.3 ,1.7 ,30.6 ,21.6 ,,,,1.7 ,,78.4 ,,
827,경산,9,상순,,,23.5 ,1.6 ,29.0 ,19.5 ,,,,1.6 ,,45.4 ,,
827,경산,9,중순,,,21.9 ,1.8 ,27.5 ,17.9 ,,,,1.7 ,,59.2 ,,
827,경산,9,하순,,,19.6 ,1.1 ,25.4 ,15.2 ,,,,1.5 ,,41.9 ,,
827,경산,10,상순,,,17.9 ,1.3 ,24.5 ,13.2 ,,,,1.5 ,,25.7 ,,
827,경산,10,중순,,,15.9 ,1.2 ,22.4 ,10.4 ,,,,1.5 ,,11.7 ,,
827,경산,10,하순,,,13.4 ,1.6 ,19.8 ,8.2 ,,,,1.5 ,,14.5 ,,
827,경산,11,상순,,,11.5 ,1.9 ,18.0 ,5.9 ,,,,1.5 ,,11.0 ,,
827,경산,11,중순,,,8.7 ,2.0 ,14.4 ,3.4 ,,,,1.6 ,,10.5 ,,
827,경산,11,하순,,,6.4 ,1.6 ,12.4 ,1.5 ,,,,1.6 ,,10.7 ,,
827,경산,12,상순,,,3.5 ,1.8 ,9.1 ,-1.1 ,,,,1.7 ,,10.7 ,,
827,경산,12,중순,,,2.0 ,1.9 ,7.3 ,-2.7 ,,,,1.8 ,,3.3 ,,
827,경산,12,하순,,,1.2 ,1.7 ,6.6 ,-3.4 ,,,,1.8 ,,5.4 ,,
828,달성,1,상순,,,0.6 ,1.8 ,6.6 ,-4.4 ,,,,1.8 ,,3.3 ,,
828,달성,1,중순,,,0.9 ,2.2 ,6.7 ,-3.7 ,,,,1.8 ,,6.4 ,,
828,달성,1,하순,,,0.4 ,2.0 ,6.4 ,-4.3 ,,,,1.8 ,,6.3 ,,
828,달성,2,상순,,,1.5 ,2.0 ,7.8 ,-3.8 ,,,,1.8 ,,4.1 ,,
828,달성,2,중순,,,3.3 ,1.8 ,9.4 ,-2.3 ,,,,1.8 ,,8.2 ,,
828,달성,2,하순,,,4.8 ,2.2 ,11.6 ,-0.3 ,,,,1.7 ,,13.9 ,,
828,달성,3,상순,,,6.1 ,1.6 ,12.7 ,0.4 ,,,,1.9 ,,12.7 ,,
828,달성,3,중순,,,8.2 ,1.7 ,15.4 ,2.1 ,,,,1.9 ,,19.0 ,,
828,달성,3,하순,,,9.7 ,1.8 ,16.7 ,3.4 ,,,,1.8 ,,15.2 ,,
828,달성,4,상순,,,12.1 ,1.7 ,19.4 ,5.6 ,,,,1.8 ,,24.0 ,,
828,달성,4,중순,,,14.1 ,1.9 ,21.4 ,7.7 ,,,,1.9 ,,19.1 ,,
828,달성,4,하순,,,15.5 ,1.6 ,22.6 ,8.9 ,,,,1.9 ,,30.3 ,,
828,달성,5,상순,,,18.0 ,1.4 ,25.4 ,11.8 ,,,,1.8 ,,30.5 ,,
828,달성,5,중순,,,18.7 ,1.4 ,25.7 ,12.7 ,,,,1.8 ,,26.6 ,,
828,달성,5,하순,,,20.6 ,1.3 ,28.0 ,14.2 ,,,,1.6 ,,23.3 ,,
828,달성,6,상순,,,22.2 ,1.3 ,29.1 ,16.5 ,,,,1.6 ,,13.9 ,,
828,달성,6,중순,,,23.4 ,1.0 ,29.6 ,18.2 ,,,,1.8 ,,39.5 ,,
828,달성,6,하순,,,23.7 ,1.5 ,29.1 ,19.9 ,,,,1.7 ,,72.0 ,,
828,달성,7,상순,,,25.0 ,1.8 ,29.7 ,21.5 ,,,,1.8 ,,100.7 ,,
828,달성,7,중순,,,25.9 ,2.1 ,30.6 ,22.2 ,,,,1.7 ,,73.8 ,,
828,달성,7,하순,,,27.2 ,2.2 ,32.9 ,23.6 ,,,,1.7 ,,49.5 ,,
828,달성,8,상순,,,27.7 ,2.2 ,33.6 ,23.9 ,,,,1.6 ,,84.3 ,,
828,달성,8,중순,,,26.7 ,2.1 ,32.0 ,23.0 ,,,,1.4 ,,76.2 ,,
828,달성,8,하순,,,25.2 ,1.6 ,30.8 ,21.4 ,,,,1.5 ,,88.7 ,,
828,달성,9,상순,,,23.5 ,1.4 ,29.3 ,19.5 ,,,,1.4 ,,44.3 ,,
828,달성,9,중순,,,21.8 ,1.9 ,27.9 ,17.9 ,,,,1.4 ,,60.8 ,,
828,달성,9,하순,,,19.6 ,1.0 ,26.0 ,15.2 ,,,,1.3 ,,32.8 ,,
828,달성,10,상순,,,17.8 ,1.4 ,24.8 ,13.2 ,,,,1.3 ,,27.2 ,,
828,달성,10,중순,,,15.7 ,1.3 ,22.7 ,10.3 ,,,,1.4 ,,10.9 ,,
828,달성,10,하순,,,13.2 ,1.5 ,20.3 ,8.0 ,,,,1.4 ,,15.0 ,,
828,달성,11,상순,,,11.2 ,1.9 ,18.4 ,5.7 ,,,,1.3 ,,11.2 ,,
828,달성,11,중순,,,8.7 ,2.1 ,14.8 ,3.2 ,,,,1.5 ,,10.3 ,,
828,달성,11,하순,,,6.3 ,1.7 ,12.8 ,1.4 ,,,,1.5 ,,9.7 ,,
828,달성,12,상순,,,3.5 ,1.9 ,9.7 ,-1.4 ,,,,1.7 ,,7.8 ,,
828,달성,12,중순,,,2.1 ,1.9 ,8.1 ,-2.7 ,,,,1.7 ,,2.9 ,,
828,달성,12,하순,,,1.4 ,1.8 ,7.4 ,-3.5 ,,,,1.7 ,,4.8 ,,
846,서구,1,상순,,,0.7 ,2.2 ,5.7 ,-3.6 ,,,,1.8 ,,4.2 ,,
846,서구,1,중순,,,1.0 ,2.4 ,5.7 ,-3.1 ,,,,1.7 ,,5.7 ,,
846,서구,1,하순,,,0.6 ,2.3 ,5.5 ,-3.7 ,,,,1.8 ,,6.3 ,,
846,서구,2,상순,,,1.3 ,2.3 ,6.8 ,-3.3 ,,,,1.8 ,,3.3 ,,
846,서구,2,중순,,,3.2 ,2.0 ,8.6 ,-1.6 ,,,,1.9 ,,6.4 ,,
846,서구,2,하순,,,5.5 ,2.1 ,10.8 ,0.5 ,,,,1.7 ,,14.8 ,,
846,서구,3,상순,,,6.3 ,1.7 ,11.9 ,1.3 ,,,,2.0 ,,13.4 ,,
846,서구,3,중순,,,8.6 ,1.7 ,14.9 ,3.0 ,,,,2.0 ,,20.1 ,,
