
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 01월 01일~01월 31일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
금천,417,01-23,      -1.4,       2.2,      -4.9,       0.4,,,,,,,       1.7
중구,419,01-23,      -4.1,       0.1,      -7.4,       0.2,,,,,,,       2.7
성동,421,01-23,      -1.7,       1.9,      -5.0,       0.4,,,,,,,       2.3
구로,423,01-23,      -3.0,       1.4,      -6.8,       0.5,,,,,,,       1.8
강북,424,01-23,      -2.3,       1.6,      -6.0,       0.4,,,,,,,       1.8
남현,425,01-23,      -3.4,       0.6,      -7.4,       0.7,,,,,,,       1.4
부천,433,01-23,      -1.7,       2.0,      -5.2,       0.5,,,,,,,       1.1
안양,434,01-23,      -2.3,       1.4,      -5.7,       0.4,,,,,,,       2.4
광명,437,01-23,      -2.2,       1.6,      -5.4,       0.4,,,,,,,       2.0
군포,438,01-23,      -1.6,       2.4,      -5.0,       0.5,,,,,,,       1.4
김포,441,01-23,      -4.0,       0.6,      -8.2,       0.5,,,,,,,       1.5
하남,444,01-23,      -3.2,       1.8,      -7.5,       0.3,,,,,,,       0.9
의왕,445,01-23,      -3.5,       1.1,      -7.8,       0.5,,,,,,,       1.2
포천,504,01-23,      -5.0,       1.3,     -10.9,       0.3,,,,,,,       1.2
가평조종,505,01-23,      -5.9,       0.4,     -12.0,       0.4,,,,,,,       1.2
영등포,510,01-23,      -1.9,       1.9,      -5.4,       0.3,,,,,,,       1.6
인천연수,512,01-23,      -2.5,       1.9,      -6.4,       0.3,,,,,,,       1.7
안성,516,01-23,      -2.9,       2.3,      -7.8,       0.5,,,,,,,       1.3
간성,517,01-23,      -1.5,       3.0,      -6.3,       1.3,,,,,,,       2.2
평창,526,01-23,      -5.3,       1.4,     -11.1,       0.4,,,,,,,       1.1
의정부,532,01-23,      -4.2,       1.3,      -9.5,       0.3,,,,,,,       1.0
횡성,536,01-23,      -4.8,       1.8,     -10.8,       0.6,,,,,,,       1.1
고양,540,01-23,      -4.2,       1.8,      -9.5,       0.3,,,,,,,       1.4
남양주,541,01-23,      -4.6,       2.2,     -10.4,       0.4,,,,,,,       1.1
안산,545,01-23,      -4.0,       1.6,      -9.7,       0.4,,,,,,,       1.7
경기광주,546,01-23,      -4.0,       1.6,      -8.8,       0.5,,,,,,,       1.5
여주,548,01-23,      -4.3,       1.6,      -9.5,       0.6,,,,,,,       1.3
용인,549,01-23,      -3.8,       2.3,      -8.9,       0.6,,,,,,,       1.3
오산,550,01-23,      -3.2,       2.0,      -8.1,       0.5,,,,,,,       1.4
평택,551,01-23,      -2.6,       2.1,      -7.1,       0.7,,,,,,,       1.8
화천,555,01-23,      -5.8,       1.6,     -11.7,       0.6,,,,,,,       1.2
양구,556,01-23,      -6.3,       1.2,     -12.0,       0.4,,,,,,,       1.0
시흥,565,01-23,      -2.7,       1.7,      -7.1,       0.4,,,,,,,       1.6
구리,569,01-23,      -3.3,       1.9,      -7.5,       0.4,,,,,,,       1.4
금곡,570,01-23,      -3.7,       1.2,      -8.1,       0.4,,,,,,,       1.4
화성,571,01-23,      -2.8,       1.7,      -6.9,       0.5,,,,,,,       1.3
성남,572,01-23,      -2.5,       2.0,      -6.7,       0.4,,,,,,,       1.4
과천,590,01-23,      -3.2,       2.1,      -7.8,       0.3,,,,,,,       1.6
진부령,595,01-23,      -6.4,      -1.7,     -10.7,       1.0,,,,,,,       3.6
양주,598,01-23,      -5.5,       1.3,     -11.4,       0.4,,,,,,,       1.1
단양,601,01-23,      -3.9,       1.9,      -8.7,       0.6,,,,,,,       0.8
진천,602,01-23,      -3.2,       2.8,      -8.3,       0.6,,,,,,,       1.2
괴산,603,01-23,      -4.0,       2.3,      -9.5,       0.7,,,,,,,       1.1
옥천,604,01-23,      -2.7,       3.0,      -7.7,       0.7,,,,,,,       1.1
홍북,608,01-23,      -2.6,       2.5,      -7.3,       1.0,,,,,,,       1.4
세종연서,611,01-23,      -3.3,       3.3,      -8.4,       0.9,,,,,,,       1.3
공주,612,01-23,      -2.8,       3.1,      -7.9,       0.6,,,,,,,       1.3
서천,614,01-23,      -1.7,       3.1,      -6.3,       0.9,,,,,,,       1.6
논산,615,01-23,      -2.2,       3.3,      -7.5,       0.8,,,,,,,       1.5
당진,616,01-23,      -2.7,       1.8,      -7.1,       0.5,,,,,,,       2.1
청양,618,01-23,      -3.0,       2.6,      -8.6,       0.9,,,,,,,       1.1
음성,619,01-23,      -4.4,       2.1,     -10.2,       0.7,,,,,,,       1.5
증평,623,01-23,      -3.8,       2.1,      -8.9,       0.6,,,,,,,       1.2
태안,627,01-23,      -1.3,       2.5,      -4.7,       0.7,,,,,,,       2.0
예산,628,01-23,      -2.9,       1.9,      -7.4,       0.7,,,,,,,       1.7
아산,634,01-23,      -2.5,       1.8,      -7.1,       0.8,,,,,,,       1.9
계룡,636,01-23,      -3.0,       2.8,      -9.1,       0.8,,,,,,,       1.1
오월드,642,01-23,      -1.3,       3.7,      -5.5,       0.7,,,,,,,       1.1
세천,643,01-23,      -2.8,       3.0,      -7.5,       0.6,,,,,,,       1.1
장동,648,01-23,      -2.6,       3.1,      -7.3,       0.6,,,,,,,       0.9
부평,649,01-23,      -4.1,       1.0,      -8.7,       0.7,,,,,,,       0.9
연천청산,652,01-23,      -5.0,       1.6,     -10.6,       0.3,,,,,,,       1.0
양양,670,01-23,      -0.6,       3.7,      -4.3,       1.3,,,,,,,       3.5
사북,674,01-23,      -6.6,      -2.4,     -10.6,       0.8,,,,,,,       3.3
무안,699,01-23,       0.2,       4.1,      -3.3,       1.0,,,,,,,       2.2
무주,701,01-23,      -3.1,       2.8,      -8.3,       0.6,,,,,,,       1.4
익산,702,01-23,      -1.3,       4.0,      -6.0,       0.7,,,,,,,       1.5
진안,703,01-23,      -4.0,       2.4,      -9.2,       1.0,,,,,,,       1.4
담양,706,01-23,      -0.7,       4.6,      -5.4,       1.2,,,,,,,       1.8
광산,708,01-23,      -0.2,       4.6,      -4.5,       1.2,,,,,,,       2.0
구례,709,01-23,      -0.8,       4.6,      -5.3,       0.9,,,,,,,       1.8
나주,710,01-23,      -0.2,       4.8,      -4.6,       1.4,,,,,,,       1.6
순천시,712,01-23,       1.7,       6.2,      -2.0,       0.8,,,,,,,       2.6
광양읍,713,01-23,       1.1,       6.4,      -3.1,       0.8,,,,,,,       2.1
조선대,722,01-23,       0.7,       4.7,      -2.9,       1.1,,,,,,,       2.0
거문도,723,01-23,       4.2,       6.8,       2.0,       1.2,,,,,,,       6.0
추자도,724,01-23,       4.0,       6.4,       1.9,       1.4,,,,,,,       5.4
장성,730,01-23,      -1.0,       4.0,      -5.3,       1.4,,,,,,,       1.6
영암,731,01-23,       0.1,       4.8,      -4.1,       1.2,,,,,,,       2.1
보성,732,01-23,      -0.9,       4.5,      -5.4,       0.9,,,,,,,       2.0
완주,734,01-23,      -1.9,       3.9,      -6.9,       0.8,,,,,,,       1.6
김제,737,01-23,      -1.2,       3.5,      -5.1,       0.8,,,,,,,       2.0
화순,741,01-23,      -0.7,       4.6,      -5.1,       1.2,,,,,,,       1.5
함평,754,01-23,       0.3,       4.8,      -3.7,       1.3,,,,,,,       1.7
곡성,768,01-23,      -1.4,       4.2,      -5.8,       1.1,,,,,,,       1.5
성판악,782,01-23,      -1.0,       2.3,      -3.7,       6.7,,,,,,,       3.7
풍암,788,01-23,      -0.1,       4.5,      -4.0,       0.8,,,,,,,       1.4
압해도,789,01-23,       1.1,       4.8,      -1.8,       1.2,,,,,,,       3.9
영양,801,01-23,      -3.1,       3.3,      -8.8,       0.6,,,,,,,       1.7
성주,810,01-23,      -1.5,       4.8,      -7.3,       0.7,,,,,,,       1.5
고령,812,01-23,      -1.6,       5.6,      -7.5,       0.8,,,,,,,       0.9
청도,813,01-23,      -1.5,       5.2,      -6.8,       0.6,,,,,,,       1.6
예천,815,01-23,      -2.8,       3.7,      -8.3,       0.5,,,,,,,       1.3
김천,822,01-23,      -2.0,       3.9,      -7.1,       0.7,,,,,,,       1.6
군위,823,01-23,      -3.2,       3.5,      -8.9,       0.5,,,,,,,       1.6
칠곡,825,01-23,      -1.0,       4.6,      -6.2,       0.5,,,,,,,       2.2
경산,827,01-23,      -0.3,       4.9,      -4.6,       0.6,,,,,,,       2.0
달성,828,01-23,       0.0,       5.7,      -4.5,       0.6,,,,,,,       1.9
대구서구,846,01-23,       0.0,       4.9,      -4.0,       0.6,,,,,,,       1.8
신암,860,01-23,       0.5,       5.1,      -3.4,       0.8,      54.1,       5.9,       3.6,,    1016.1,    1023.6,       2.5
완산,864,01-23,      -0.6,       4.0,      -4.7,       1.0,      68.8,       4.7,       4.9,       0.9,    1017.4,    1024.3,       1.5
삼척,876,01-23,       0.3,       4.5,      -3.4,       1.6,,,,,,,       2.2
울기,901,01-23,       2.6,       6.7,      -1.1,       0.9,,,,,,,       2.4
삼천포,907,01-23,       2.0,       6.2,      -1.5,       1.3,,,,,,,       2.4
영도,910,01-23,       2.9,       6.5,      -0.7,       0.8,,,,,,,       3.1
고성,918,01-23,       1.2,       6.8,      -4.1,       1.3,,,,,,,       2.0
창녕,919,01-23,      -1.1,       5.6,      -6.7,       0.5,,,,,,,       1.8
함안,920,01-23,      -0.9,       6.5,      -7.1,       0.9,,,,,,,       1.1
가덕도,921,01-23,       2.9,       6.6,      -0.2,       1.1,,,,,,,       4.6
기장,923,01-23,       2.3,       7.4,      -2.5,       1.1,,,,,,,       2.0
간절곶,924,01-23,       3.1,       7.0,      -0.8,       1.1,,,,,,,       3.3
하동,932,01-23,       1.1,       6.4,      -3.6,       1.2,,,,,,,       1.9
해운대,937,01-23,       3.3,       7.9,      -0.8,       1.0,,,,,,,       2.5
부산진,938,01-23,       2.1,       6.4,      -1.6,       0.9,,,,,,,       2.4
동래,940,01-23,       2.4,       6.9,      -1.4,       0.9,,,,,,,       2.1
북구,941,01-23,       1.5,       6.0,      -2.4,       0.7,,,,,,,       1.8
부산남구,942,01-23,       2.9,       6.9,      -0.8,       0.9,,,,,,,       2.2
정자,949,01-23,       2.2,       7.0,      -2.1,       0.9,,,,,,,       3.1
속초,90,01-24,      -0.6,       3.4,      -4.6,       0.9,      49.2,       6.2,,,    1019.2,    1021.6,       2.6
철원,95,01-24,      -6.1,       0.3,     -12.2,       0.3,      65.6,       6.0,,,    1004.7,    1024.7,       1.4
동두천,98,01-24,      -4.3,       2.0,      -9.4,       0.3,      59.7,       6.3,,,    1010.8,    1025.2,       1.6
파주,99,01-24,      -5.5,       0.9,     -11.4,       0.4,      63.1,       6.7,,,    1021.7,    1025.6,       1.5
대관령,100,01-24,      -7.7,      -2.7,     -12.7,       1.2,      66.6,       6.5,,,     923.1,    1023.5,       5.0
춘천,101,01-24,      -4.4,       1.7,      -9.8,       0.4,      65.8,       5.9,,,    1014.6,    1024.5,       1.2
백령도,102,01-24,      -2.3,       0.3,      -4.4,       0.3,      62.0,       4.9,       5.3,,    1008.1,    1025.9,       4.5
강릉,105,01-24,       0.2,       4.5,      -3.5,       1.1,      47.5,       6.2,,,    1018.6,    1022.0,       3.4
동해,106,01-24,       0.3,       4.5,      -3.7,       1.4,      48.0,       6.1,,,    1016.6,    1021.3,       2.8
서울,108,01-24,      -2.5,       1.5,      -6.1,       0.3,      56.1,       5.9,       3.2,       1.4,    1013.8,    1024.8,       2.4
인천,112,01-24,      -2.1,       1.7,      -5.4,       0.4,      61.0,       6.6,       3.1,       1.7,    1015.8,    1024.6,       3.3
원주,114,01-24,      -3.5,       1.8,      -8.4,       0.4,      62.9,       5.5,,,    1005.4,    1024.5,       1.0
울릉도,115,01-24,       0.9,       3.7,      -1.3,       4.4,      69.4,       3.1,       7.0,       1.3,     993.2,    1020.9,       3.5
수원,119,01-24,      -2.6,       2.2,      -7.1,       0.4,      62.7,       6.1,       3.2,       1.3,    1020.4,    1025.0,       1.7
영월,121,01-24,      -4.1,       1.8,      -9.7,       0.4,      61.7,       6.1,,,     993.8,    1024.4,       1.4
충주,127,01-24,      -3.5,       2.0,      -8.5,       0.5,      65.7,       5.7,,,    1012.4,    1024.8,       1.6
서산,129,01-24,      -2.1,       2.6,      -6.7,       0.7,      70.3,       5.4,,,    1021.9,    1025.1,       2.2
울진,130,01-24,       0.7,       5.7,      -3.5,       1.4,      51.0,       6.4,,,    1015.2,    1021.5,       3.7
청주,131,01-24,      -1.9,       2.8,      -6.2,       0.5,      63.4,       5.8,       4.1,       1.2,    1017.5,    1024.9,       1.6
대전,133,01-24,      -1.4,       3.4,      -5.8,       0.6,      65.2,       5.7,       4.2,       1.2,    1016.0,    1024.9,       1.6
추풍령,135,01-24,      -2.3,       2.1,      -6.4,       0.7,      61.3,       5.6,,,     993.3,    1024.3,       3.7
안동,136,01-24,      -2.2,       3.4,      -7.4,       0.5,      60.1,       6.3,       3.2,       1.6,    1006.0,    1023.9,       1.9
상주,137,01-24,      -1.8,       2.8,      -6.0,       0.7,      55.9,       5.9,,,    1012.2,    1024.6,       2.5
포항,138,01-24,       1.6,       6.0,      -2.1,       1.2,      49.2,       6.3,       3.3,       2.4,    1022.2,    1022.7,       2.9
군산,140,01-24,      -0.7,       3.2,      -4.2,       0.8,      71.8,       5.4,,,    1021.6,    1025.0,       3.0
울산,152,01-24,       1.8,       6.6,      -2.4,       1.1,      48.5,       6.1,       3.3,,    1017.3,    1022.4,       2.4
창원,155,01-24,       2.0,       6.4,      -1.8,       1.0,      47.9,       6.1,       3.2,,    1019.9,    1022.8,       2.1
광주,156,01-24,       0.4,       4.8,      -3.1,       1.1,      66.6,       5.1,       5.1,,    1015.5,    1024.7,       2.0
부산,159,01-24,       2.9,       7.4,      -0.7,       1.1,      46.8,       6.6,       3.2,       2.1,    1013.5,    1022.2,       3.6
통영,162,01-24,       2.6,       7.1,      -1.3,       1.3,      53.7,       6.2,,,    1019.1,    1023.2,       2.9
목포,165,01-24,       1.2,       5.1,      -1.8,       1.4,      72.5,       4.7,       5.6,       1.3,    1019.5,    1024.8,       4.6
여수,168,01-24,       2.1,       5.8,      -1.0,       1.1,      53.6,       6.1,       3.5,       2.5,    1014.9,    1023.3,       5.2
흑산도,169,01-24,       2.6,       4.7,       0.7,       1.2,      70.7,       3.2,       6.6,,    1015.0,    1024.8,       7.4
완도,170,01-24,       2.1,       5.5,      -0.9,       1.4,      65.6,       4.7,,,    1020.4,    1024.2,       4.4
고창,172,01-24,      -0.9,       3.4,      -5.0,       1.3,      79.3,       4.6,,,    1019.8,    1026.4,       3.0
제주,184,01-24,       5.4,       7.8,       3.1,       2.8,      64.9,       2.1,       7.3,       1.6,    1021.7,    1024.5,       4.3
고산,185,01-24,       5.4,       7.7,       3.0,       2.0,      67.5,       2.9,,,    1014.4,    1023.4,      10.3
성산,188,01-24,       4.7,       8.0,       1.5,       2.7,      68.2,       3.9,,,    1021.4,    1023.7,       3.4
서귀포,189,01-24,       6.6,      10.1,       3.4,       2.8,      62.5,       5.1,       5.7,       1.9,    1016.3,    1022.6,       2.5
진주,192,01-24,       0.0,       6.4,      -5.6,       1.1,      57.5,       6.2,,,    1020.0,    1023.3,       1.4
강화,201,01-24,      -3.7,       1.3,      -8.7,       0.3,      62.3,       6.4,,,    1019.3,    1025.4,       1.7
양평,202,01-24,      -3.8,       1.8,      -9.0,       0.3,      65.3,       6.0,,,    1019.0,    1025.2,       1.3
이천,203,01-24,      -3.4,       2.4,      -8.8,       0.4,      62.4,       5.8,,,    1014.9,    1024.8,       1.3
인제,211,01-24,      -5.1,       1.0,     -10.7,       0.3,      63.7,       5.4,,,     998.8,    1024.5,       1.8
홍천,212,01-24,      -5.2,       1.7,     -11.0,       0.3,      65.3,       5.7,,,    1006.9,    1025.1,       0.9
태백,216,01-24,      -5.4,      -0.3,     -10.2,       0.6,      59.8,       5.8,,,     934.6,    1022.7,       1.7
정선군,217,01-24,      -5.1,       0.6,     -10.1,       0.5,      58.1,       5.1,,,     986.1,    1025.3,       2.1
제천,221,01-24,      -5.1,       1.1,     -11.0,       0.4,      66.7,       6.0,,,     991.6,    1024.9,       1.5
보은,226,01-24,      -3.3,       2.5,      -8.6,       0.6,      66.6,       5.6,,,    1002.3,    1024.4,       1.6
천안,232,01-24,      -2.9,       2.3,      -8.0,       0.5,      67.7,       5.8,,,    1020.9,    1025.0,       1.8
보령,235,01-24,      -0.9,       3.5,      -5.0,       0.6,      69.4,       5.5,,,    1022.7,    1025.1,       1.9
부여,236,01-24,      -2.0,       3.7,      -7.0,       0.5,      70.0,       5.6,,,    1023.5,    1025.2,       1.2
금산,238,01-24,      -2.8,       3.2,      -8.1,       0.7,      70.1,       5.5,,,    1003.3,    1025.1,       1.1
부안,243,01-24,      -0.7,       3.7,      -5.0,       1.1,      74.6,       5.0,,,    1024.0,    1025.3,       1.4
임실,244,01-24,      -3.1,       2.8,      -8.2,       1.0,      73.7,       5.0,,,     994.0,    1025.3,       1.3
정읍,245,01-24,      -0.7,       3.7,      -4.7,       1.3,      73.8,       4.5,,,    1019.2,    1025.1,       1.1
남원,247,01-24,      -1.8,       4.0,      -6.8,       1.1,      70.2,       5.3,,,    1012.2,    1025.0,       1.5
장수,248,01-24,      -3.6,       2.0,      -8.9,       1.1,      73.1,       5.0,,,     973.9,    1025.1,       1.8
영광군,252,01-24,      -1.3,       2.8,      -5.3,       1.2,      72.6,       4.6,,,    1021.4,    1026.1,       2.7
김해시,253,01-24,       1.3,       6.3,      -2.9,       0.4,      45.6,       6.9,,,    1016.7,    1024.2,       2.7
순창군,254,01-24,      -2.4,       3.1,      -7.3,       0.7,      71.7,       5.4,,,    1009.9,    1026.1,       1.9
양산시,257,01-24,       1.7,       6.6,      -2.6,       0.4,      46.9,       6.5,,,    1023.1,    1024.9,       2.5
강진군,259,01-24,       0.5,       5.0,      -3.5,       0.8,      67.4,       5.7,,,    1024.6,    1026.2,       3.0
장흥,260,01-24,       0.5,       5.6,      -4.2,       1.0,      68.1,       5.1,,,    1018.8,    1024.3,       2.6
해남,261,01-24,       0.9,       5.4,      -3.7,       1.2,      70.4,       4.9,,,    1022.5,    1024.8,       2.4
고흥,262,01-24,       1.1,       6.2,      -3.7,       1.0,      63.4,       5.3,,,    1017.5,    1024.1,       2.2
의령군,263,01-24,      -0.7,       6.2,      -6.4,       0.5,      62.6,       6.0,,,    1022.6,    1024.4,       1.6
함양군,264,01-24,      -1.0,       4.6,      -6.1,       0.5,      64.0,       5.7,,,    1005.9,    1025.0,       2.2
진도군,268,01-24,       1.2,       4.8,      -2.4,       1.5,,,,,,,       3.0
봉화,271,01-24,      -4.4,       2.4,     -10.9,       0.3,      63.6,       6.1,,,     983.1,    1023.2,       1.5
영주,272,01-24,      -2.7,       2.1,      -7.6,       0.5,      59.3,       6.1,,,     997.0,    1023.5,       3.8
문경,273,01-24,      -2.2,       2.7,      -6.7,       0.4,      56.3,       5.8,,,    1002.2,    1023.9,       2.3
청송군,276,01-24,      -3.5,       2.5,      -9.1,       0.4,      57.3,       5.9,,,     998.2,    1024.5,       2.0
영덕,277,01-24,       0.4,       5.1,      -3.8,       1.2,      52.3,       6.3,,,    1017.5,    1022.9,       3.4
의성,278,01-24,      -3.3,       4.1,      -9.6,       0.5,      64.9,       5.7,,,    1013.9,    1024.1,       1.4
구미,279,01-24,      -1.1,       4.2,      -5.7,       0.7,      60.1,       5.3,,,    1018.2,    1024.1,       1.9
영천,281,01-24,      -1.0,       4.7,      -6.1,       0.7,      57.0,       5.3,,,    1011.8,    1023.6,       2.4
경주시,283,01-24,      -0.5,       4.7,      -5.4,       0.6,      51.8,       6.3,,,    1019.1,    1024.0,       3.1
경주시,283,01-24,      -0.5,       4.7,      -5.4,       0.6,      51.8,       6.3,,,    1019.1,    1024.0,       3.1
거창,284,01-24,      -1.8,       4.5,      -7.5,       0.9,      62.7,       5.9,,,     995.8,    1024.1,       1.5
합천,285,01-24,      -0.5,       6.2,      -6.0,       0.7,      60.3,       5.7,,,    1019.9,    1024.1,       1.2
밀양,288,01-24,       0.1,       6.6,      -5.5,       0.7,      58.1,       6.0,,,    1021.9,    1023.5,       1.4
산청,289,01-24,      -0.1,       5.3,      -4.6,       0.9,      56.5,       5.4,,,    1006.7,    1024.4,       2.3
거제,294,01-24,       2.1,       6.6,      -1.9,       1.4,      53.9,       5.5,,,    1017.7,    1022.6,       1.8
남해,295,01-24,       1.7,       6.1,      -2.4,       1.3,      56.8,       6.0,,,    1018.2,    1024.0,       1.8
강남,400,01-24,      -2.0,       1.9,      -5.5,       0.3,,,,,,,       1.8
서초,401,01-24,      -1.9,       2.1,      -5.4,       0.2,,,,,,,       1.6
강동,402,01-24,      -3.0,       1.9,      -7.5,       0.3,,,,,,,       1.3
송파,403,01-24,      -1.6,       2.5,      -5.3,       0.2,,,,,,,       1.8
강서,404,01-24,      -2.7,       1.7,      -6.4,       0.2,,,,,,,       1.6
양천,405,01-24,      -2.0,       2.0,      -5.6,       0.3,,,,,,,       1.5
도봉,406,01-24,      -3.4,       1.9,      -8.3,       0.3,,,,,,,       1.2
노원,407,01-24,      -3.8,       2.0,      -9.3,       0.4,,,,,,,       1.7
동대문,408,01-24,      -1.7,       2.3,      -5.5,       0.2,,,,,,,       1.9
중랑,409,01-24,      -2.2,       2.0,      -6.0,       0.4,,,,,,,       2.0
기상청,410,01-24,      -1.9,       1.7,      -5.4,       0.2,,,,,,,       1.6
마포,411,01-24,      -2.2,       1.9,      -5.7,       0.2,,,,,,,       2.4
서대문,412,01-24,      -3.3,       1.7,      -7.3,       0.2,,,,,,,       1.8
광진,413,01-24,      -1.8,       2.2,      -5.8,       0.3,,,,,,,       2.0
성북,414,01-24,      -3.1,       1.2,      -6.8,       0.2,,,,,,,       1.6
용산,415,01-24,      -2.3,       1.8,      -5.7,       0.2,,,,,,,       1.6
은평,416,01-24,      -3.5,       1.6,      -7.9,       0.1,,,,,,,       1.6
금천,417,01-24,      -1.5,       2.1,      -4.9,       0.2,,,,,,,       1.8
중구,419,01-24,      -4.1,       0.2,      -7.3,       0.2,,,,,,,       2.8
성동,421,01-24,      -1.7,       1.8,      -5.1,       0.3,,,,,,,       2.3
구로,423,01-24,      -3.0,       1.3,      -7.0,       0.3,,,,,,,       1.8
강북,424,01-24,      -2.4,       1.5,      -6.2,       0.2,,,,,,,       1.8
남현,425,01-24,      -3.8,       0.3,      -7.9,       0.4,,,,,,,       1.5
부천,433,01-24,      -1.8,       1.8,      -5.4,       0.2,,,,,,,       1.2
안양,434,01-24,      -2.5,       1.2,      -6.0,       0.2,,,,,,,       2.3
광명,437,01-24,      -2.4,       1.4,      -5.7,       0.2,,,,,,,       2.0
군포,438,01-24,      -1.9,       2.0,      -5.4,       0.3,,,,,,,       1.4
김포,441,01-24,      -4.3,       0.3,      -8.7,       0.2,,,,,,,       1.6
하남,444,01-24,      -3.4,       1.7,      -7.9,       0.2,,,,,,,       0.9
의왕,445,01-24,      -3.7,       0.9,      -8.1,       0.3,,,,,,,       1.2
포천,504,01-24,      -4.9,       1.4,     -10.9,       0.2,,,,,,,       1.2
가평조종,505,01-24,      -5.8,       0.5,     -12.0,       0.3,,,,,,,       1.2
영등포,510,01-24,      -1.7,       2.0,      -5.4,       0.2,,,,,,,       1.6
인천연수,512,01-24,      -2.4,       2.0,      -6.3,       0.2,,,,,,,       1.7
안성,516,01-24,      -2.8,       2.2,      -7.8,       0.2,,,,,,,       1.3
간성,517,01-24,      -1.4,       3.2,      -6.3,       0.9,,,,,,,       2.2
평창,526,01-24,      -5.3,       1.4,     -11.2,       0.2,,,,,,,       1.1
의정부,532,01-24,      -4.1,       1.4,      -9.5,       0.2,,,,,,,       1.1
횡성,536,01-24,      -4.7,       1.8,     -10.9,       0.4,,,,,,,       1.1
고양,540,01-24,      -4.0,       1.9,      -9.4,       0.2,,,,,,,       1.4
남양주,541,01-24,      -4.5,       2.3,     -10.5,       0.3,,,,,,,       1.1
안산,545,01-24,      -3.9,       1.7,      -9.7,       0.3,,,,,,,       1.7
경기광주,546,01-24,      -3.9,       1.6,      -8.9,       0.3,,,,,,,       1.5
여주,548,01-24,      -4.2,       1.7,      -9.5,       0.5,,,,,,,       1.3
용인,549,01-24,      -3.8,       2.3,      -8.9,       0.4,,,,,,,       1.3
오산,550,01-24,      -3.1,       2.0,      -8.1,       0.3,,,,,,,       1.4
평택,551,01-24,      -2.5,       2.1,      -7.2,       0.5,,,,,,,       1.8
화천,555,01-24,      -5.9,       1.6,     -11.8,       0.4,,,,,,,       1.2
양구,556,01-24,      -6.4,       1.2,     -12.3,       0.2,,,,,,,       1.0
시흥,565,01-24,      -2.6,       1.7,      -6.9,       0.2,,,,,,,       1.6
구리,569,01-24,      -3.2,       1.9,      -7.6,       0.2,,,,,,,       1.4
금곡,570,01-24,      -3.6,       1.4,      -8.0,       0.2,,,,,,,       1.4
화성,571,01-24,      -2.8,       1.7,      -6.9,       0.3,,,,,,,       1.4
성남,572,01-24,      -2.5,       2.0,      -6.6,       0.2,,,,,,,       1.4
과천,590,01-24,      -3.0,       2.1,      -7.7,       0.1,,,,,,,       1.7
진부령,595,01-24,      -6.4,      -1.7,     -10.7,       0.8,,,,,,,       3.6
양주,598,01-24,      -5.4,       1.4,     -11.4,       0.3,,,,,,,       1.2
단양,601,01-24,      -3.9,       1.8,      -8.8,       0.4,,,,,,,       0.8
진천,602,01-24,      -3.1,       2.9,      -8.3,       0.5,,,,,,,       1.2
괴산,603,01-24,      -3.9,       2.4,      -9.6,       0.5,,,,,,,       1.1
옥천,604,01-24,      -2.7,       2.9,      -7.7,       0.4,,,,,,,       1.1
홍북,608,01-24,      -2.6,       2.5,      -7.4,       0.6,,,,,,,       1.5
세종연서,611,01-24,      -3.2,       3.3,      -8.4,       0.6,,,,,,,       1.3
공주,612,01-24,      -2.7,       3.2,      -7.9,       0.4,,,,,,,       1.3
서천,614,01-24,      -1.6,       3.1,      -6.3,       0.7,,,,,,,       1.6
논산,615,01-24,      -2.2,       3.4,      -7.5,       0.5,,,,,,,       1.5
당진,616,01-24,      -2.6,       1.8,      -7.1,       0.4,,,,,,,       2.2
청양,618,01-24,      -2.9,       2.6,      -8.6,       0.6,,,,,,,       1.2
음성,619,01-24,      -4.3,       2.2,     -10.2,       0.5,,,,,,,       1.6
증평,623,01-24,      -3.7,       2.2,      -9.0,       0.4,,,,,,,       1.3
태안,627,01-24,      -1.2,       2.4,      -4.7,       0.6,,,,,,,       2.0
예산,628,01-24,      -2.8,       1.9,      -7.4,       0.4,,,,,,,       1.8
아산,634,01-24,      -2.5,       1.9,      -7.1,       0.5,,,,,,,       1.9
계룡,636,01-24,      -3.1,       2.7,      -9.2,       0.5,,,,,,,       1.1
오월드,642,01-24,      -1.3,       3.7,      -5.5,       0.4,,,,,,,       1.2
세천,643,01-24,      -2.7,       3.0,      -7.6,       0.3,,,,,,,       1.1
장동,648,01-24,      -2.5,       3.2,      -7.3,       0.3,,,,,,,       0.9
부평,649,01-24,      -4.3,       0.7,      -9.0,       0.2,,,,,,,       1.0
연천청산,652,01-24,      -5.1,       1.6,     -10.8,       0.2,,,,,,,       1.0
양양,670,01-24,      -0.8,       3.5,      -4.8,       0.9,,,,,,,       3.6
사북,674,01-24,      -7.0,      -2.8,     -11.2,       0.5,,,,,,,       3.5
무안,699,01-24,       0.0,       4.0,      -3.6,       1.1,,,,,,,       2.2
무주,701,01-24,      -3.3,       2.6,      -8.7,       0.3,,,,,,,       1.3
익산,702,01-24,      -1.2,       4.1,      -6.0,       0.6,,,,,,,       1.5
진안,703,01-24,      -3.9,       2.2,      -9.2,       0.8,,,,,,,       1.5
